"","hgnc_symbol","ensembl_gene_id","snp","association_id","pvalue","standard_error","beta_number","range","traits","efo_id"
"785","IL6R","ENSG00000160712","rs12735458","61998236",1e-10,0.00881079,0.0569417,"[0.04-0.074]","c-reactive protein measurement","EFO_0004458"
"786","IL6R","ENSG00000160712","rs4845617","31584118",2e-11,0.004893,0.03292,"[0.023-0.043]","serum non-albumin protein measurement","EFO_0004568"
"787","IL6R","ENSG00000160712","rs72698115","24554739",1e-08,NA,NA,"[1.22-1.52]","oligoarticular juvenile idiopathic arthritis, polyarticular juvenile idiopathic arthritis, rheumatoid factor negative, systemic juvenile idiopathic arthritis","EFO_1002019, EFO_1001999"
"788","IL6R","ENSG00000160712","rs10908819","62655451",6e-34,0.002067,0.025123,"[0.021-0.029]","mean corpuscular volume","EFO_0004526"
"789","IL6R","ENSG00000160712","rs4845623","41436242",3e-73,NA,0.096,NA,"c-reactive protein measurement","EFO_0004458"
"790","IL6R","ENSG00000160712","rs6689306","35122917",1e-18,NA,NA,"[1.05-1.08]","atrial fibrillation","EFO_0000275"
"791","IL6R","ENSG00000160712","rs1194592","62179973",5e-10,0.0039,0.0242,"[0.017-0.032]","type ii diabetes mellitus","EFO_0001360"
"792","IL6R","ENSG00000160712","rs139952834","61998240",2e-09,0.00957928,0.0577392,"[0.039-0.077]","c-reactive protein measurement","EFO_0004458"
"793","IL6R","ENSG00000160712","rs12730935","49910473",2e-53,NA,NA,NA,"interleukin-6 receptor measurement, protein measurement","EFO_0004814, EFO_0004747"
"794","IL6R","ENSG00000160712","rs68062313","44510719",3e-08,NA,NA,"1.06-1.13","type ii diabetes mellitus","EFO_0001360"
"795","IL6R","ENSG00000160712","rs12121180","24168920",3e-15,0.0579565,0.4657,"[0.35-0.58]","interleukin 6 receptor subunit alpha measurement","EFO_0008187"
"796","LY9","ENSG00000122224","rs2274910","11285",1e-09,NA,NA,NA,"crohn's disease","EFO_0000384"
"797","LY9","ENSG00000122224","rs576523","23210",2e-07,NA,NA,NA,"response to antineoplastic agent","GO_0097327"
"798","LY9","ENSG00000122224","rs4656940","23855",6e-07,NA,NA,"[1.09-1.21]","crohn's disease","EFO_0000384"
"799","LY9","ENSG00000122224","rs2295616",NA,NA,NA,NA,NA,NA,NA
"800","LY9","ENSG00000122224","rs2297559","15078949",2e-11,NA,NA,NA,"inflammatory bowel disease","EFO_0003767"
"801","LY9","ENSG00000122224","rs2039415",NA,NA,NA,NA,NA,NA,NA
"802","LY9","ENSG00000122224","rs184772","62310405",5e-13,NA,0.08571,NA,"protein measurement","EFO_0004747"
"803","LY9","ENSG00000122224","rs12068654","40538",5e-06,NA,NA,"[2.06-6.93]","cervical carcinoma","EFO_0001061"
"804","LY9","ENSG00000122224","rs3817407","21841676",2e-11,0.004306408,0.02876859,"[0.02-0.037]","lymphocyte percentage of leukocytes","EFO_0007993"
"805","LY9","ENSG00000122224","rs504848","21840509",3e-11,0.00363186,0.02423365,"[0.017-0.031]","lymphocyte count","EFO_0004587"
"806","LY9","ENSG00000122224","rs4656958","15071279",3e-09,0.013870185,NA,NA,"ulcerative colitis","EFO_0000729"
"807","LY9","ENSG00000122224","rs489286","24168091",2e-57,0.04043557,0.6907,"[0.61-0.77]","SLAM family member 7 measurement","EFO_0008287"
"808","LY9","ENSG00000122224","rs571841","64077701",4e-18,0.0022350727,0.019399447,"[0.015-0.024]","lymphocyte percentage of leukocytes","EFO_0007993"
"809","LY9","ENSG00000122224","rs1333062","24297569",2e-11,NA,NA,NA,"ankylosing spondylitis, crohn's disease, psoriasis, sclerosing cholangitis, ulcerative colitis","EFO_0003898, EFO_0000384, EFO_0000676, EFO_0004268, EFO_0000729"
"810","LY9","ENSG00000122224","rs192170963","31392108",1e-17,0.22,1.86,"[1.43-2.29]","blood protein measurement","EFO_0007937"
"811","LY9","ENSG00000122224","rs540254","63150979",5e-34,0.02581164,0.3174127,"[0.27-0.37]","blood protein measurement","EFO_0007937"
"812","LY9","ENSG00000122224","rs569911","63940141",6e-09,0.0022133614,0.012906876,"[0.0086-0.0172]","leukocyte count","EFO_0004308"
"813","LY9","ENSG00000122224","rs12124234","31390661",1e-25,0.03,0.26,"[0.2-0.32]","blood protein measurement","EFO_0007937"
"814","LY9","ENSG00000122224","rs112233273","31705393",1e-06,NA,NA,"[2.84-11.64]","family history of lung cancer, squamous cell lung carcinoma","EFO_0006953, EFO_0000708"
"815","LY9","ENSG00000122224","rs35967351","31393941",2e-208,0.02,0.72,"[0.68-0.76]","blood protein measurement","EFO_0007937"
"816","LY9","ENSG00000122224","rs11578770","24168865",8e-23,0.0727804,0.7344,"[0.59-0.88]","SLAM family member 7 measurement","EFO_0008287"
"817","LY9","ENSG00000122224","rs115868021","64077706",3e-11,0.01477798,0.09809881,"[0.069-0.127]","lymphocyte percentage of leukocytes","EFO_0007993"
"818","PGM1","ENSG00000079739","rs192166173","16025575",4e-06,NA,0.342,NA,"FEV/FEC ratio, response to bronchodilator","EFO_0004713, GO_0097366"
"819","PGM1","ENSG00000079739","rs2269241","13155",4e-07,NA,NA,"[1.02-1.18]","type i diabetes mellitus","EFO_0001359"
"820","PGM1","ENSG00000079739","rs2749097","18311",2e-09,NA,0.12,"[0.08-0.16]","alcohol drinking","EFO_0004329"
"821","PGM1","ENSG00000079739","rs4915928","62047110",2e-09,5.461603,32.851543,"[22.15-43.56]","cortical surface area measurement","EFO_0010736"
"822","PGM1","ENSG00000079739","rs2749096","62312631",6e-13,NA,0.7325,NA,"protein measurement","EFO_0004747"
"823","PGM1","ENSG00000079739","rs2269245","61967393",5e-10,NA,NA,"[1.04-1.07]","type ii diabetes mellitus","EFO_0001360"
"824","PGM1","ENSG00000079739","rs2269247","62179243",3e-13,0.0049,0.0356,"[0.026-0.045]","type ii diabetes mellitus","EFO_0001360"
"825","PGM1","ENSG00000079739","rs1126728","31390054",3e-23,0.03,0.29,"[0.23-0.35]","blood protein measurement","EFO_0007937"
"826","PGM1","ENSG00000079739","rs2269233","31392587",5e-23,0.03,0.31,"[0.25-0.37]","blood protein measurement","EFO_0007937"
"827","PGM1","ENSG00000079739","rs2269235","62313536",2e-13,NA,0.7073,NA,"protein measurement","EFO_0004747"
"828","PGM1","ENSG00000079739","rs1354719","62083622",1e-08,NA,NA,NA,"PHF-tau measurement","EFO_0010750"
"829","PGM1","ENSG00000079739","rs217470","64407374",1e-12,0.002375055,0.016942473,"[0.012-0.022]","mean corpuscular volume","EFO_0004526"
"830","S100A7","ENSG00000143556","rs4845552","13652",6e-06,NA,NA,NA,"hippocampal atrophy","EFO_0005039"
"831","S100A7","ENSG00000143556","rs724781","64203047",5e-14,0.0024658716,0.018576419,"[0.014-0.023]","basophil percentage of leukocytes","EFO_0007992"
"832","S100A7","ENSG00000143556","rs3014818","78223420",8e-07,0.1655,NA,"[1.89-2.54]","Mastocytosis","EFO_0009001"
"833","S100A7","ENSG00000143556","rs34316494","21542865",9e-06,0.0299,0.1331,"[0.074-0.192]","stem Cell Factor measurement","EFO_0008291"
"834","S100A7","ENSG00000143556","rs1560833","27179569",5e-13,0.02,0.16,"[0.12-0.2]","Matrix Metalloproteinase 8 Measurement","EFO_0008466"
"835","S100A7","ENSG00000143556","rs2265081","62415944",5e-08,0.19278,1.054,"[0.68-1.43]","Alzheimer's disease, cognitive decline measurement","EFO_0000249, EFO_0007710"
"836","S100A7","ENSG00000143556","rs3014807","62431516",9e-16,NA,NA,NA,"monocyte count","EFO_0005091"
"837","S100A7","ENSG00000143556","rs58056804","31395724",5e-19,0.06,0.5,"[0.38-0.62]","blood protein measurement","EFO_0007937"
"838","S100A7","ENSG00000143556","rs34216521","34989153",1e-38,NA,NA,NA,"adolescent idiopathic scoliosis","EFO_0005423"
"839","S100A7","ENSG00000143556","rs6672390","55278817",7e-10,0.001261,0.004543,"[0.0021-0.007]","high density lipoprotein cholesterol measurement, sleep duration","EFO_0004612, EFO_0005271"
"840","S100A7","ENSG00000143556","rs146473781","62312932",1e-08,NA,0.05429,NA,"protein measurement","EFO_0004747"
"841","S100A7","ENSG00000143556","rs138957616","40930449",4e-08,0.045,0.2473,"[0.16-0.34]","pulse pressure measurement","EFO_0005763"
"842","S100A7","ENSG00000143556","rs28696717","36150052",1e-06,0.09,0.436,"[0.26-0.61]","obsessive-compulsive disorder","EFO_0004242"
"843","TAGLN2","ENSG00000158710","rs2501324","17045",2e-10,NA,0.14,NA,"bilirubin measurement","EFO_0004570"
"844","TAGLN2","ENSG00000158710","rs34687326","19713976",1e-08,NA,NA,NA,"crohn's disease","EFO_0000384"
"845","TAGLN2","ENSG00000158710","rs6659742","32940",7e-07,NA,NA,"[1.52-2.61]","multiple sclerosis, oligoclonal band measurement","EFO_0003885, EFO_0005206"
"846","TAGLN2","ENSG00000158710","rs12122337","10087260",1e-06,NA,NA," [1.56-3.07]","complicated disease course, perianal Crohn's disease","EFO_0006820, EFO_0005627"
"847","TAGLN2","ENSG00000158710","rs77141833","21432754",2e-06,0.22,1.12,"[0.69-1.55]","red blood cell density measurement, sickle cell anemia","EFO_0007978, Orphanet_232"
"848","TAGLN2","ENSG00000158710","rs6427499","21890082",2e-11,0.003600365,0.02413371,"[0.017-0.031]","platelet component distribution width","EFO_0007984"
"849","TAGLN2","ENSG00000158710","rs6668050","61998352",1e-08,0.00470132,0.026738,"[0.018-0.036]","c-reactive protein measurement","EFO_0004458"
"850","TAGLN2","ENSG00000158710","rs182344113","24730656",2e-07,NA,0.168,"[0.105-0.232]","alcohol consumption measurement","EFO_0007878"
"851","TAGLN2","ENSG00000158710","rs1934074","63047135",2e-09,NA,NA,NA,"brain measurement, neuroimaging measurement","EFO_0004464, EFO_0004346"
"852","TAGLN2","ENSG00000158710","rs10797055","36049807",1e-08,NA,NA,NA,"self reported educational attainment","EFO_0004784"
"853","TAGLN2","ENSG00000158710","rs68093531","45575891",3e-06,0.0175,NA,NA,"bipolar disorder","EFO_0000289"
